date,totalBorrow,totalValueLocked,utilizationRate,liquidity
12/12/2021,2000,2503.737516944307219698613197150366,0.7988057799448982,503.7375169443071
13/12/2021,2051.913124475142201923331495133442,2931.673195507879091702240626462667,0.6999119573147619,879.760071032737
14/12/2021,92211.16575473949078316916010178942,3940114.167741358280623628448372843,0.023403171032376168,3847903.0019866186
15/12/2021,1866259.935991985561144401993304952,13783215.76485057367678427568880975,0.13540090845499567,11916955.828858588
16/12/2021,3517718.883512524697959571335396963,18330711.89992772116670715541797367,0.19190301515384112,14812993.016415196
17/12/2021,4411938.298871153072969046869979775,21245694.39997371463801064813817792,0.20766270171318157,16833756.10110256
18/12/2021,8680790.61324475766498327491292538,28765885.80489439352158056959640851,0.3017737980371095,20085095.191649638
19/12/2021,9972302.122798136539798757132846612,30077400.62585090928809506692647937,0.3315546528388211,20105098.50305277
20/12/2021,10024255.29077774687577585357700664,30144514.4766771525528748178322053,0.3325399484716705,20120259.185899407
21/12/2021,10124922.12017159134078094369055009,32012354.9797729534917953311438514,0.316281702066875,21887432.859601364
22/12/2021,10393297.64661920613053407408306188,35281192.12642911846561691434820604,0.2945846503535121,24887894.47980991
23/12/2021,10333298.39070409379468826996033716,33687607.16334339121414427119237043,0.30673886514409665,23354308.772639297
24/12/2021,10761640.45307027962592991144145676,37131834.66037049507678289691786309,0.28982248120790544,26370194.207300212
